ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,XY (CABA),VICTIMA,ACUSADO,Nº víctimas,V,A,Grupos_Part,Involucrados
2019-0062,1,2019-08-01,2019,8,1,23:00:00,23,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",AVENIDA,13,Point (101714.11981913 107461.10208167),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2019-0063,1,2019-08-04,2019,8,4,01:30:00,1,FOREST AV. Y MAURE,AVENIDA,15,Point (101017.68913992 104676.11449993),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2019-0064,1,2019-08-06,2019,8,6,03:15:00,3,"BOYACA AV. Y AVELLANEDA AV,",AVENIDA,7,Point (100337.26455822 100756.41076314),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2019-0065,1,2019-08-08,2019,8,8,16:45:00,16,BARCO CENTENERA DEL Y TILCARA,CALLE,4,Point (103996.06089673 97239.27066069),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2019-0066,1,2019-08-11,2019,8,11,21:15:00,21,RIESTRA AV. Y BOLIVAR,AVENIDA,7,Point (101964.06573044 97768.88820027),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2019-0067,1,2019-08-14,2019,8,14,15:00:00,15,"CASTRO, EMILIO 4706",CALLE,10,Point (97458.87181153 98502.45008355),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2019-0068,1,2019-08-14,2019,8,14,17:40:00,17,27 DE FEBRERO AV. 5600,AVENIDA,8,Point (103516.29283702 96305.80102228),MOTO,MOTO,1,Motorizado,Motorizado,MM,MOTO-MOTO
2019-0069,1,2019-08-17,2019,8,17,05:25:00,5,"GARAY, JUAN DE AV. 2874",AVENIDA,4,Point (105355.77079994 99994.97457130),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2019-0070,1,2019-08-22,2019,8,22,12:30:00,12,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",AVENIDA,14,Point (103342.29763549 104114.07863350),MOTO,BICICLETA,1,Motorizado,No Motorizado,NmM,MOTO-BICICLETA
2019-0071,1,2019-08-27,2019,8,27,11:30:00,11,PRIMERA JUNTA Y OLIVERA AV.,AVENIDA,9,Point (98504.80160700 97011.97752137),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2019-0072,1,2019-08-28,2019,8,28,06:20:00,6,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",AVENIDA,10,Point (98982.27543524 99337.43508034),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2019-0073,1,2019-08-29,2019,8,29,01:50:00,1,ALVAREZ THOMAS AV. 1788,AVENIDA,15,Point (99649.53744486 105547.74929043),AUTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,AUTO-OBJETO FIJO
2019-0074,1,2019-08-29,2019,8,29,09:00:00,9,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",AUTOPISTA,13,Point (99830.29053639 110496.05308488),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2019-0075,1,2019-08-30,2019,8,30,23:20:00,23,SAN ANTONIO Y LUJAN,CALLE,4,Point (108029.19662631 97048.95529785),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2019-0076,1,2019-09-05,2019,9,5,18:00:00,18,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,AUTOPISTA,4,Point (108408.31866027 97219.56223456),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2019-0077,1,2019-09-08,2019,9,8,03:40:00,3,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",AVENIDA,14,Point (105980.99138544 105385.93253091),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2019-0078,1,2019-09-12,2019,9,12,08:25:00,8,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",AVENIDA,4,Point (104770.59856807 97235.72066953),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2019-0079,1,2019-09-17,2019,9,17,05:30:00,5,AGRELO Y COLOMBRES,CALLE,5,Point (104133.42235616 101175.18161468),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2019-0080,1,2019-09-17,2019,9,17,1900-01-04 18:40:00,18,"CABILDO AV. y PAZ, GRAL. AV.",GRAL PAZ,13,Point (98817.74986778 110096.31367495),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2019-0081,1,2019-09-23,2019,9,23,16:00:00,16,ELCANO AV. 4300,AVENIDA,15,Point (100173.09831701 104773.73030321),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2019-0082,1,2019-09-25,2019,9,25,07:45:00,7,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",AVENIDA,8,Point (103065.99442998 96457.67469916),BICICLETA,CARGAS,1,No Motorizado,Motorizado,NmM,BICICLETA-CARGAS
2019-0083,1,2019-09-26,2019,9,26,08:00:00,8,MONTE Y CORVALAN,CALLE,9,Point (98049.89254647 96769.28504384),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2019-0084,1,2019-09-27,2019,9,27,11:45:00,11,TANDIL Y LA FUENTE,CALLE,7,Point (99777.28948169 99222.14556838),BICICLETA,CARGAS,1,No Motorizado,Motorizado,NmM,BICICLETA-CARGAS
2019-0085,1,2019-10-09,2019,10,9,22:18:00,22,CARDOSO Y BACACAY,CALLE,10,Point (97311.79828581 99453.65686299),BICICLETA,TREN,1,No Motorizado,Motorizado,NmM,BICICLETA-TREN
2019-0086,1,2019-10-15,2019,10,15,14:10:00,14,CORRIENTES AV. 6700,AVENIDA,15,Point (100960.33601283 104532.07598431),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2019-0087,1,2019-10-21,2019,10,21,21:00:00,21,ALVAREZ THOMAS AV. Y MENDOZA,AVENIDA,12,Point (98491.73236150 106110.45743791),MOTO,MOTO,1,Motorizado,Motorizado,MM,MOTO-MOTO
2019-0088,1,2019-10-22,2019,10,22,20:00:00,20,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",AVENIDA,4,Point (105230.98315750 97613.97258373),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2019-0089,1,2019-10-23,2019,10,23,15:45:00,15,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",AVENIDA,4,Point (109247.85081573 99794.76658137),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2019-0090,1,2019-10-24,2019,10,24,18:26:00,18,"ALBERDI, JUAN BAUTISTA AV. 5455",AVENIDA,9,Point (96669.91669285 97846.12432372),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2019-0091,1,2019-11-01,2019,11,1,20:50:00,20,"JUSTO, JUAN B. AV. Y CAMARGO",AVENIDA,15,Point (101631.52816900 103735.20218464),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2019-0092,1,2019-11-03,2019,11,3,10:30:00,10,"BRIN, MINISTRO Y SUAREZ",CALLE,4,Point (109831.09861352 99447.57530396),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2019-0093,1,2019-11-13,2019,11,13,11:50:00,11,"NIZA Y JUSTO, JUAN B. AV.",AVENIDA,11,Point (99859.01807773 102240.12407554),BICICLETA,OTRO,1,No Motorizado,No Motorizado,NN,BICICLETA-OTRO
2019-0094,1,2019-11-18,2019,11,18,14:00:00,14,CAMARGO Y SERRANO,CALLE,15,Point (101799.19412891 103552.67600212),MOTO,OTRO,1,Motorizado,No Motorizado,NmM,MOTO-OTRO
2019-0095,1,2019-11-20,2019,11,20,15:30:00,15,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,AUTOPISTA,1,Point (107762.62066755 100018.90176184),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2019-0096,1,2019-11-22,2019,11,22,19:33:00,19,CASEROS AV. Y PIEDRAS,AVENIDA,1,Point (108041.76772318 100219.10582069),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2019-0097,1,2019-11-25,2019,11,25,08:50:00,8,"AUTOPISTA PERITO MORENO KM 5,6",AUTOPISTA,9,Point (98724.36593359 97905.39654686),MOTO,MULTIPLE,1,Motorizado,Multiple,M,MULTIPLE
2019-0098,1,2019-11-25,2019,11,25,14:00:00,14,GUZMAN 365,AVENIDA,15,Point (101097.15913487 104373.72916577),PASAJEROS,PASAJEROS,1,Motorizado,Motorizado,MM,PASAJEROS-PASAJEROS
2019-0100,1,2019-12-05,2019,12,5,17:30:00,17,de los constituyentes av. 4300,AVENIDA,12,Point (97512.85370485 105056.21473822),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2019-0101,1,2019-12-17,2019,12,17,04:20:00,4,"MORENO, PERITO AV. Y TILCARA AV.",AVENIDA,4,Point (103875.40694167 97709.33732832),MOTO,MOTO,1,Motorizado,Motorizado,MM,MOTO-MOTO
2019-0102,1,2019-12-17,2019,12,17,14:30:00,14,"IBARROLA Y GORDILLO, TIMOTEO",CALLE,9,Point (94600.31582329 98648.40911008),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2019-0103,1,2019-12-18,2019,12,18,SD,6,"PAZ, GRAL. AV. Y GRIVEO",GRAL PAZ,11,Point (94643.11254058 103831.57115061),MOTO,MOTO,1,Motorizado,Motorizado,MM,MOTO-MOTO
2019-0104,1,2019-12-21,2019,12,21,04:25:00,4,RIVADAVIA AV. Y PERGAMINO,AVENIDA,10,Point (98963.45381519 99690.23941640),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2019-0105,1,2019-05-05,2019,5,5,11:00:00,11,SANTO TOME Y SEGUROLA AV.,AVENIDA,10,Point (96164.17004077 101559.58637156),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2020-0001,1,2020-01-04,2020,1,4,10:40:00,10,URIARTE Y LOYOLA,CALLE,15,Point (102219.66522967 104119.42339682),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2020-0002,1,2020-01-05,2020,1,5,20:00:00,20,SARAZA Y VARELA AV.,AVENIDA,7,Point (101201.50959665 98092.52358781),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2020-0003,1,2020-01-11,2020,1,11,06:00:00,6,RIVADAVIA AV. Y COMBATE DE LOS POZOS,AVENIDA,3,Point (106413.35913221 102215.84332055),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2020-0004,1,2020-01-14,2020,1,14,21:40:00,21,RODRIGUEZ PEÑA Y RIVADAVIA AV.,AVENIDA,1,Point (106672.04348602 102224.86809233),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2020-0005,1,2020-01-14,2020,1,14,06:00:00,6,24 DE NOVIEMBRE Y SAN JUAN AV.,AVENIDA,3,Point (104853.84131654 100497.93573387),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2020-0006,1,2020-01-20,2020,1,20,12:55:00,12,LAFUENTE AV. 2250,AVENIDA,8,Point (101287.27262066 97242.60480808),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2020-0007,1,2020-01-27,2020,1,27,00:37:00,0,CHILE Y LIMA ,CALLE,1,Point (107495.74012081 101415.07897373),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2020-0008,1,2020-01-30,2020,1,30,07:10:00,7,CORDOBA AV. Y JEAN JAURES,AVENIDA,2,Point (105198.52795163 103462.44828321),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2020-0009,1,2020-02-04,2020,2,4,14:50:00,14,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",CALLE,5,Point (103984.76403716 102579.64869142),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2020-0010,1,2020-02-08,2020,2,8,05:45:00,5,9 DE JULIO AV. Y SAN JUAN AV.,AVENIDA,1,Point (107547.52290950 100786.86705692),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2020-0011,1,2020-02-12,2020,2,12,11:29:00,11,COLOMBRES 466,CALLE,5,Point (104151.41161599 101223.60584703),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2020-0012,1,2020-02-18,2020,2,18,21:00:00,21,MEXICO 2860,CALLE,3,Point (105251.32172099 101267.01010190),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2020-0013,1,2020-02-20,2020,2,20,12:00:00,12,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,AVENIDA,15,Point (98880.64164625 105472.20084776),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2020-0014,1,2020-02-27,2020,2,27,02:14:00,2,BERMUDEZ Y NOGOYA,CALLE,11,Point (95351.54075716 101470.48982187),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2020-0015,1,2020-02-28,2020,2,28,14:30:00,14,BRASIL AV. Y PASEO COLON AV.,AVENIDA,1,Point (108741.48238670 100448.08502809),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2020-0016,1,2020-02-29,2020,2,29,13:00:00,13,"ALEM,LEANDRO N. AV. 770",AVENIDA,1,Point (108435.94625268 103377.11105009),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2020-0017,1,2020-03-05,2020,3,5,23:00:00,23,BELGRANO AV. Y RINCON,AVENIDA,3,Point (106159.7089575 101676.89316862),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2020-0018,1,2020-03-09,2020,3,9,14:00:00,14,"UDAONDO, GUILLERMO AV. 901",AVENIDA,13,Point (101309.75947342 109680.73260642),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2020-0019,1,2020-03-10,2020,3,10,21:00:00,21,CONSTITUCION Y CASTRO,CALLE,5,Point (103995.88773205 100088.27591278),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2020-0020,1,2020-03-13,2020,3,13,17:30:00,17,"PUEYRREDON AV. Y GOMEZ, VALENTIN",AVENIDA,3,Point (105281.81064188 102627.51469425),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2020-0021,1,2020-03-14,2020,3,14,16:50:00,16,"BRAVO, MARIO 1279",CALLE,2,Point (104475.21054309 103813.59469342),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2020-0022,1,2020-04-07,2020,4,7,06:15:00,6,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",AUTOPISTA,9,Point (99113.17852207 96319.06728520),AUTO,CARGAS,1,Motorizado,Motorizado,MM,AUTO-CARGAS
2020-0023,1,2020-04-09,2020,4,9,18:42:00,18,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",AVENIDA,4,Point (109662.97469484 99142.83907419),AUTO,CARGAS,1,Motorizado,Motorizado,MM,AUTO-CARGAS
2020-0024,1,2020-04-24,2020,4,24,07:58:00,7,MURGUIONDO 1339,CALLE,9,Point (95900.63845367 97502.71514770),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2020-0025,1,2020-05-12,2020,5,12,05:35:00,5,RIVADAVIA AV. 2551,AVENIDA,3,Point (105568.73999229 102163.66359236),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2020-0026,1,2020-05-17,2020,5,17,06:40:00,6,"LUGONES, LEOPOLDO AV. KM 6,1",AUTOPISTA,14,Point (. .),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2020-0027,1,2020-05-18,2020,5,18,08:00:00,8,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",AVENIDA,8,Point (98224.62123059 93867.97738800),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2020-0028,1,2020-05-19,2020,5,19,10:00:00,10,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",AVENIDA,15,Point (101908.88028543 103000.62674037),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2020-0029,1,2020-06-10,2020,6,10,14:00:00,14,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",GRAL PAZ,9,Point (93967.75484753 98933.33634522),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2020-0030,1,2020-06-16,2020,6,16,15:00:00,15,SAN MARTIN AV. 1550,AVENIDA,6,Point (101074.10089886 102529.69706887),MOTO,MULTIPLE,1,Motorizado,Multiple,M,MULTIPLE
2020-0031,1,2020-06-30,2020,6,30,08:00:00,8,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,9,Point (97236.89442427 96825.16279174),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2020-0032,1,2020-07-10,2020,7,10,23:00:00,23,CORRIENTES AV. Y SERRANO,AVENIDA,15,Point (101899.62680853 103651.59621952),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2020-0033,1,2020-07-19,2020,7,19,06:25:00,6,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,13,Point (99620.34936816 110483.29286598),AUTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,AUTO-OBJETO FIJO
2020-0034,1,2020-08-02,2020,8,2,03:20:00,3,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,3,Point (104725.24275395 102222.75498861),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2020-0035,1,2020-08-04,2020,8,4,05:30:00,5,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,7,Point (101156.55025059 99210.16912341),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2020-0036,1,2020-08-07,2020,8,7,18:40:00,18,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,14,Point (103956.90165674 104600.93056775),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2020-0037,1,2020-08-29,2020,8,29,04:30:00,4,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",AVENIDA,8,Point (102273.01728657 97084.66236498),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2020-0038,2,2020-08-30,2020,8,30,04:00:00,4,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,14,Point (105241.05562982 105080.52102657),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2020-0039,1,2020-09-01,2020,9,1,19:17:42,19,MURGUIONDO 2700,CALLE,9,Point (. .),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2020-0040,1,2020-09-12,2020,9,12,03:30:00,3,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,2,Point (107160.34141948 105678.38284277),AUTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,AUTO-OBJETO FIJO
2020-0041,1,2020-09-28,2020,9,28,01:45:00,1,"CURAPALIGUE Y PERON, EVA AV.",AVENIDA,7,Point (101448.28844783 99373.44893645),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2020-0042,1,2020-09-29,2020,9,29,17:10:00,17,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",AVENIDA,8,Point (99619.02595373 94158.58480023),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2020-0043,1,2020-09-30,2020,9,30,17:20:00,17,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,1,Point (108372.80843298 103556.18483992),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2020-0044,1,2020-10-05,2020,10,5,00:20:00,0,LA PLATA AV. E INDEPENDENCIA,AVENIDA,6,Point (103255.81315650 100797.78656418),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2020-0045,1,2020-10-19,2020,10,19,03:00:00,3,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",GRAL PAZ,8,Point (100077.95205948 91571.23307293),AUTO,CARGAS,1,Motorizado,Motorizado,MM,AUTO-CARGAS
2020-0046,1,2020-10-27,2020,10,27,21:00:00,21,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,11,Point (98064.49909649 102385.10228515),MOTO,MOTO,1,Motorizado,Motorizado,MM,MOTO-MOTO
2020-0047,1,2020-10-27,2020,10,27,14:00:00,14,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,9,Point (99689.80114953 97506.41939342),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2020-0048,1,2020-10-29,2020,10,29,20:20:00,20,DORREGO AV. 614,AVENIDA,15,Point (101257.88680240 103998.57805569),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2020-0049,1,2020-10-30,2020,10,30,20:00:00,20,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,1,Point (108069.68986814 104046.20018024),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2020-0050,1,2020-11-01,2020,11,1,22:00:00,22,SANTA FE AV. Y GODOY CRUZ,AVENIDA,14,Point (103490.75904616 105613.31878847),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2020-0051,1,2020-11-05,2020,11,5,00:40:00,0,AVELLANEDA AV. Y MERCEDES,AVENIDA,10,Point (98015.81258802 99939.73589695),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2020-0052,1,2020-11-07,2020,11,7,06:50:00,6,TUCUMAN Y PUEYRREDON AV.,AVENIDA,3,Point (105365.60153004 103041.51356366),BICICLETA,CARGAS,1,No Motorizado,Motorizado,NmM,BICICLETA-CARGAS
2020-0053,1,2020-11-09,2020,11,9,03:30:00,3,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",AVENIDA,4,Point (104770.59856807 97235.72066953),AUTO,AUTO,1,Motorizado,Motorizado,MM,AUTO-AUTO
2020-0054,1,2020-11-19,2020,11,19,09:00:00,9,INCLAN Y ALBERTI,CALLE,4,Point (105844.27941538 99942.63399522),BICICLETA,AUTO,1,No Motorizado,Motorizado,NmM,AUTO-BICICLETA
2020-0055,1,2020-11-19,2020,11,19,12:30:00,12,OLAZABAL AV. 5437,AVENIDA,12,Point (97544.91851020 105610.70316243),PEATON,CARGAS,1,PEATON,Motorizado,PM,PEATON-CARGAS
2020-0056,1,2020-11-21,2020,11,21,13:00:00,13,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",GRAL PAZ,8,Point (99327.01838497 92326.91130631),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2020-0057,1,2020-11-23,2020,11,23,07:45:00,7,"NAZCA AV. Y VIALE, LUIS",AVENIDA,11,Point (98925.55646359 101088.30104271),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2020-0058,1,2020-11-24,2020,11,24,16:00:00,16,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",AVENIDA,10,Point (97801.31825511 99194.93911759),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2020-0059,1,2020-12-01,2020,12,1,06:35:00,6,BRASIL 1100,CALLE,1,Point (107682.84851121 100144.13011242),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2020-0060,1,2020-12-03,2020,12,3,20:30:00,20,"HOMERO Y PERON, EVA AV.",AVENIDA,9,Point (98697.55944704 96954.54248093),PEATON,MOTO,1,PEATON,Motorizado,PM,PEATON-MOTO
2020-0061,1,2020-12-03,2020,12,3,14:40:00,14,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,13,Point (101287.58627255 109848.96522762),MOTO,CARGAS,1,Motorizado,Motorizado,MM,MOTO-CARGAS
2020-0062,1,2020-12-04,2020,12,4,17:19:00,17,MORENO 1845,CALLE,3,Point (106496.91403350 101854.18791210),BICICLETA,PASAJEROS,1,No Motorizado,Motorizado,NmM,BICICLETA-PASAJEROS
2020-0063,2,2020-12-05,2020,12,5,07:10:00,7,NUEVA YORK Y ALTA GRACIA,CALLE,11,Point (94080.62190808 102083.62453795),MULTIPLE,MOTO,1,Multiple,Motorizado,M,MULTIPLE
2020-0065,1,2020-12-05,2020,12,5,16:00:00,16,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",GRAL PAZ,12,Point (97243.88021302 108974.21974638),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2020-0066,1,2020-12-07,2020,12,7,04:30:00,4,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,AUTOPISTA,10,Point (96471.01552298 99259.49298489),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
2020-0067,1,2020-12-11,2020,12,11,22:00:00,22,SAENZ AV. Y BEAZLEY,AVENIDA,4,Point (104283.01090451 97171.08656182),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2020-0068,1,2020-12-12,2020,12,12,20:30:00,20,DEL LIBERTADOR AV. Y AUSTRIA,AVENIDA,2,Point (106054.02111991 105122.19678820),MOTO,AUTO,1,Motorizado,Motorizado,MM,MOTO-AUTO
2020-0069,1,2020-12-15,2020,12,15,05:20:00,5,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",AVENIDA,1,Point (106954.95135245 101257.81371683),MOTO,PASAJEROS,1,Motorizado,Motorizado,MM,MOTO-PASAJEROS
2020-0070,1,2020-12-17,2020,12,17,15:35:00,15,"CALLAO AV. Y LAS HERAS, GENERAL",AVENIDA,2,Point (106550.65433457 104158.41702434),PEATON,PASAJEROS,1,PEATON,Motorizado,PM,PEATON-PASAJEROS
2020-0071,1,2020-12-17,2020,12,17,23:00:00,23,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,7,Point (99615.63172945 99306.93173343),PEATON,AUTO,1,PEATON,Motorizado,PM,PEATON-AUTO
2020-0072,1,2020-12-19,2020,12,19,03:30:00,3,"JUJUY AV. Y CARLOS, CALVO",AVENIDA,3,Point (105547.81747951 100901.07129086),BICICLETA,AUTO,1,No Motorizado,Motorizado,NmM,AUTO-BICICLETA
2020-0073,1,2020-12-20,2020,12,20,07:40:00,7,27 DE FEBRERO AV. Y ESCALADA AV.,AVENIDA,8,Point (101721.59002217 93844.25656649),MOTO,OBJETO FIJO,1,Motorizado,No Motorizado,NmM,MOTO-OBJETO FIJO
